name,class,A,beta,gamma,t_0,tau_rise,tau_fall,extra_sigma,A_green,beta_green,gamma_green,t_0_green,tau_rise_green,tau_fall_green,extra_sigma_green
ZTF20acqexmr,SN II,58.60320859156181,0.0036179186068636873,97.358831828466,59140.71807808098,36.730350377635475,64.34796116009502,2.0619619613678997,1.0265136693768535,1.0339573661118608,0.4599666339873296,1.000917334221489,0.9571250298575367,0.5221399254751329,0.5072504963260795
ZTF20acqqdkl,SN IIn,32.88536302010805,0.007546398250803649,46.90000010731217,59176.93222701837,7.8182626799954456,288.6165307029166,2.132044251557079,0.9862828621227365,0.8737904183966908,1.2846846262114426,1.0012251689212923,0.9162991329928011,0.6038802610854549,1.364954699132268
ZTF20acqzjqz,SN Ia,224.68224462396813,0.004946713011802228,9.991627724222242,59176.10915038247,2.450660863298016,23.41080659467864,6.023799203768311,1.029782926183196,1.033340229152513,0.9851721336330511,1.0000073817578277,0.965654003364513,0.520257777481647,2.4194905938036233
ZTF20acrudzk,SN Ia,91.12683881582066,0.0049996997693010055,13.332436656662065,59178.054061885225,2.4783872955443,24.494481818801013,3.0685020141106607,1.0253002205427482,1.0458783927137998,0.5808224256017671,1.0000084854282982,0.9531774455835982,0.5177359308331831,1.8516789319840685
ZTF20acrufey,SN Ia,32.05585630041544,0.0037704397340166612,10.346046853576738,59176.551364717976,2.658401775720276,26.0130115630135,1.0563795363796786,1.02489877973376,1.0359981990523033,0.48379293175634774,0.9999958450789979,0.9464590750550846,0.5224324949073725,1.3984185628351375
ZTF20acrzwvx,SN II,187.69110575723585,0.0035768895788041034,9.365608141696534,59181.10798103201,4.462335738026317,38.49525685326353,6.960150799531636,1.0282949673103858,1.0311071543020427,0.9686535341057202,1.0006624829482962,0.947917304738455,0.5226399723772446,1.8238774212376605
ZTF20actawpa,SN II,124.54964084874516,0.007609625578063991,105.3948867187021,59155.32650614185,3.0937325283342574,91.81910682612275,3.736976106990603,1.0431480593665188,1.0517482878498967,1.158264829335113,1.0003372756473654,0.9798556803658846,0.5182141486456527,2.7331325701137583
ZTF20actddoh,SN Ia,574.6738407735041,0.0019302372189301566,11.829730487675914,59183.35295071945,2.5481916321180877,28.195151018838924,9.367554760700548,1.0317718710928716,1.0365541777477059,0.5126388624884772,0.9999973596289369,0.9505470716389006,0.5208652250024011,3.397272841775185
ZTF20actkmks,SN II,63.507996255148,0.008648824318984425,102.82629003021643,59195.28565509051,44.32265658182673,85.80915441888702,0.6672308446183137,1.0252061313448504,1.03431991509732,0.9032845162633932,1.0010391115381956,0.9502869849786919,0.5232748998898278,0.6924010610017193
ZTF20actkulc,SN IIn,36.69894221382344,0.009663026469115578,53.93600004120068,59181.21541148327,5.346270246637629,168.7029341147682,0.2987310604912727,1.0357716536270272,1.036895133642924,1.5783829145957713,1.0001088191033531,0.9646552128953905,0.5216283540550223,0.9490175378827336
ZTF20actpavu,SN II,31.217495280715347,0.006601923004437803,70.13869414812507,59176.71621090971,11.468396680580522,43.94639601683537,0.2196569804500793,1.0217564229372997,1.0332738350748545,0.9514214443606491,1.0006479607870196,0.9589513202611732,0.5179322952247618,0.8332362594348017
ZTF20acugxbm,SN Ia,220.98668402035577,0.005045966814903216,4.358611838212616,59191.92239555984,3.4572530446309893,23.410825650074248,4.311155375075715,1.0324334069272356,1.034334190506633,0.9799836903809103,1.0000263106063496,0.954955846943806,0.5194378427074036,2.467423345394534
ZTF20acuhgar,SN II,63.15290852242593,0.004908772647235369,8.284429878812421,59198.19252533099,9.668219401367177,59.955556963168966,6.203980697823578,1.0605942137931348,0.8949418204451174,1.065189194526874,1.0000415866527779,0.8216801979832036,0.33882966108384904,1.1293345111994337
